index	sentence	label
4253	"Two drugs recently approved for health insurance reimbursement, celecoxib, a cyclooxygenase (COX)-2 specific inhibitor and low-dose @Chemical$ for prevention of recurrent peptic @Disease$ due to LDA/NSAIDs will be instrumental in mitigating the gastrointestinal injuries."	0
4254	Acetaminophen-induced @Disease$ without @Chemical$ intolerance.	0
4255	Caution in longterm usage and early recognition of @Chemical$ toxicity as a neuromuscular complication are important in order to prevent irreversible drug-induced @Disease$ and localized neuropathy.	1
4256	"A 16-year-old boy developed fever, generalized rigidity, @Disease$, and increased serum transaminase and creatine kinase levels while receiving treatment with @Chemical$ and lithium."	1
4257	"CONCLUSIONS: Our findings do not support the notion that entericcoated LDA products confer a lower risk for GI complications than buffered formulations, but may conversely imply that the risk of @Disease$ complications associated with buffered @Chemical$ is lower than that of enteric-coated LDA."	0
4258	We describe children and adolescents with chronic hematologic and oncologic diseases who exhibited drug-seeking behavior or @Disease$ with the use of @Chemical$.	1
4259	"To our knowledge, this is the first case reported in the English literature of a @Disease$ due to subcutaneous injection of @Chemical$."	1
4260	Myoclonus and @Disease$ disappeared after discontinuation of @Chemical$ and the introduction of valproate sodium ( VPA ).	1
4261	"METHODS: We compared aspirin and warfarin for HF events (hospitalization, @Disease$, or both) in the 2,305 patients enrolled in the @Chemical$ (Warfarin versus Aspirin in Reduced Cardiac Ejection Fraction) trial (98.6% on ACE inhibitor or ARB treatment), using conventional Cox models for time to first event (489 events)."	0
4262	Simvastatin-induced @Disease$ following @Chemical$ treatment for uveitis.	1
4263	"Aseptic meningitis, hemolytic anemia, hepatitis, and @Disease$ in a patient treated with trimethoprim-@Chemical$."	1
4264	"Aspirin-exacerbated diseases are important examples of drug @Disease$ and include aspirin-exacerbated respiratory disease (AERD), @Chemical$- or non-steroidal anti-inflammatory drug (NSAID)-induced urticaria/angioedema, and aspirin- or NSAID-induced anaphylaxis."	0
4265	CONCLUSIONS: There was no significant benefit in preventing ischemic @Disease$ in the patients with advanced CKD who received @Chemical$ therapy.	0
4266	"During intravenous treatment with @Chemical$ for recurrent gastrointestinal ( GI ) bleeding, a 50-year-old male with no history of heart disease developed a newly prolonged QT interval and @Disease$."	1
4267	"CONCLUSION : A 37-year-old African- American man with G6PD deficiency developed @Disease$, hepatitis, orthostatic hypotension, and aseptic meningitis simultaneously after using trimethoprim-@Chemical$."	1
4268	"Exclusion criteria: cancer, sepsis or acute infection, active inflammatory/rheumatic disease, recent major surgery, @Disease$, the administration of other antiplatelet drugs, nonadherence with @Chemical$ and thrombocytopenia."	0
4269	Studies performed 10 years ago on 25 patients with @Chemical$-induced @Disease$ indicated that this type of cirrhosis was not of an aggressive nature.	1
4270	"Purple glove syndrome, named for its distinctive purple discoloration and @Disease$ in the distribution of a glove, is an uncommon complication of intravenous @Chemical$ administration through small dorsal veins of the hands."	1
4271	The occurrence of neuromuscular blockade and the resulting @Disease$ during @Chemical$ ( MgSO4 ) administration is well known.	1
4272	"CONCLUSIONS: The regular use of aspirin and non-@Chemical$ analgesics were both associated with an increased risk of developing @Disease$, independently of other risk factors."	0
4273	A 65-year-old man on @Chemical$ therapy with a sudden spontaneous onset of sub-conjunctival haematoma associated with @Disease$ was assessed in the clinic following a referral from an optometrist.	1
4274	"Among the risk factors of @Chemical$-associated ulcer bleeding, @Disease$ is one of the few that is treatable."	0
4275	The literature of @Chemical$ @Disease$ is reviewed.	1
4276	"Risk of @Disease$ associated with selective cyclo-oxygenase-2 inhibitors, traditional non-@Chemical$ non-steroidal anti-inflammatory drugs, aspirin and combinations."	0
4277	Physicians should be aware of the possible association between the use of @Chemical$ and the development of @Disease$.	1
4278	"A 74-year-old man received oral administration of @Chemical$, a pure sodium channel blocker with slow recovery kinetics, to convert paroxysmal atrial fibrillation to sinus rhythm and developed @Disease$ two days later."	1
4279	"Because @Chemical$ sensitize skin to ultraviolet A light, @Disease$ are the most frequent adverse effect of this treatment."	1
4280	"A 7-year-old boy developed a @Disease$ at the age of 5 years ( phenobarbitone therapy ); 1.5 years later @Chemical$ ( 2-propylpentanoic acid, VPA ) was added to the therapy."	1
4281	"IV @Chemical$ was used as the initial treatment for his hyperadrenergic state, resulting in a @Disease$ but a paroxsymal increase in blood pressure."	1
4282	Pneumonitis with @Disease$ and neuropathy during @Chemical$ therapy.	1
4283	"ASA aggravates @Disease$ damage via enhancement of ROS and cytokine generation and suppression of SOD and GPx, and these effects are counteracted by NO released from NO-@Chemical$."	0
4284	Life-threatening @Disease$ to @Chemical$ used with concurrent chemoradiotherapy for nasopharyngeal cancer in a patient with dermatomyositis : a case report with literature review.	1
4285	"Central nervous system effects secondary to @Chemical$ treatment are uncommon and usually consist only of minor dizziness or @Disease$, although rare occurrences of seizures and hallucinations have been reported."	1
4286	METHODS: A whole-blood desktop platelet function analyzer (PFA-100) with an @Chemical$ agonist was used to assess AR among patients with @Disease$.	0
4287	"In urticaria or angioedema induced by multiple NSAIDs, patients without underlying disease develop @Disease$ or angioedema 30-90 minutes after ingestion of COX-1-inhibiting NSAIDs including @Chemical$."	0
4288	"@Chemical$-induced @Disease$ : two new case reports, review, and meta-analysis of 55 additional cases."	1
4289	"A 79-year-old man with ischemic heart disease, chronic atrial fibrillation, chronic renal failure, hypothyroidism, and gout arthritis was hospitalized because of fatigue, @Disease$, and leg weakness, shortly after starting treatment with @Chemical$."	1
4290	New onset of CD may be considered as an @Disease$ induced by @Chemical$.	1
4291	"The authors describe @Disease$, which is related to the use of low-dose @Chemical$ in a patient with essential thrombocythemia."	1
4292	"We report the case of a 60 year old woman, suffering for 8 years from @Chemical$-induced asthma, having an airway @Disease$."	0
4293	@Disease$ associated with the use of cephalosporin or @Chemical$ antibiotics in acute and chronic renal failure.	1
4294	BACKGROUND: Low-dose @Chemical$ is used for secondary prevention of @Disease$ and ischemic cerebrovascular disease.	0
4295	"In case no. 2, the pathogenic mechanism seemed to be persistent light reaction preceded by systemic photoallergy, as he had taken mequitazine for 6 months, and there were strong positive photopatch test results with immediate erythema reaction, cross-reaction to @Chemical$, @Disease$, and persistence of the photosensitivity over a 3-year follow-up period after discontinuation of the mequitazine."	1
4296	@Disease$ in a patient taking @Chemical$.	1
4297	The medical history of non-steroidal anti-inflammatory drugs (NSAIDs) or acetylsalicylic acid (@Chemical$) usage and the presence of coronary artery disease (@Disease$) were investigated in all patients with or without hemorrhage.	0
4298	"Recently, 7 patients hypersensitive to @Chemical$ have been desensitized in our department due to cardiologic and @Disease$."	0
4299	"The warfarin TTR &gt;=55% episodes were associated with a 77% lower risk of stroke/SE (relative risk=0.23 [0.18 to 0.28]) compared to never on therapy; and the warfarin TTR &lt;55% and on-@Chemical$ episodes were associated with a 20% lower and with a 26% lower risk of @Disease$/SE compared to never on therapy, respectively."	0
4300	Patients with peripheral @Disease$ on long-term @Chemical$ therapy (&gt;=4 wk) were tested for aspirin responsiveness by means of the VerifyNow Aspirin Assay.	0
4301	"METHODS: Subjects 18 years or older with osteoarthritis, without gastroduodenal @Disease$ or erosive esophagitis at baseline endoscopy, and a cardiovascular indication for prophylaxis low-dose (81 or 325 mg) aspirin were prescribed open-label aspirin and blindly randomized to @Chemical$ 200 mg/day or naproxen 500 mg twice daily plus lansoprazole 30 mg once daily."	0
4302	"HYPOTHESIS: Deracoxib will cause less endoscopically detectable @Disease$ in dogs than @Chemical$, a nonselective nonsteroidal anti-inflammatory drug."	0
4303	"We describe two ELBW infants affected by hyperkalaemia, treated with @Chemical$, who developed serious @Disease$, that has never been reported before in preterm infants."	1
4304	BACKGROUND: @Chemical$ has been shown to lower the incidence and the mortality of vascular disease and cancer but its wider adoption appears to be seriously impeded by concerns about gastrointestinal (GI) @Disease$.	0
4305	BACKGROUND: Acquired platelet dysfunction due to @Chemical$ ingestion may increase @Disease$ during surgery.	0
4306	"Here we report a patient with newly diagnosed acute promyelocytic leukemia who developed acute focal myositis, synovitis, and @Disease$, after receiving @Chemical$ therapy."	1
4307	Combined clopidogrel-@Chemical$ treatment for high risk TIA or minor @Disease$ does not increase cerebral microbleeds.	0
4308	Widespread @Disease$ associated with @Chemical$.	1
4309	"OBJECTIVE: Aspirin exacerbated respiratory disease (AERD) is comprised of aspirin/acetylsalicylic acid (@Chemical$) sensitivity, @Disease$, and nasal polyposis."	0
4310	"He developed fever, nausea, diarrhea, and @Disease$ and stopped taking on the third day after commencing @Chemical$."	1
4311	"If bleeding risk is prohibitive, both @Chemical$ and P2Y12 inhibitor therapy should be interrupted and bridging therapy may be considered in patients with high @Disease$ risk."	0
4312	@Disease$ after normal doses of neubulized albuterol ( @Chemical$ ).	1
4313	"Physicians should be aware of the risk of severe @Disease$ in CLL patients with a history of AIHA or positivation of the DAT during previous fludarabine administration, or in case of secondary fixation of complement to the red cell membrane occurring during @Chemical$ treatment."	1
4314	"CONCLUSIONS: Our findings do not support the notion that entericcoated @Chemical$ products confer a lower risk for GI complications than buffered formulations, but may conversely imply that the risk of @Disease$ complications associated with buffered LDA is lower than that of enteric-coated LDA."	0
4315	Unusual @Disease$ associated with @Chemical$ therapy.	1
4316	"In patients with Hp-negative, NSAID-/aspirin-associated @Disease$, &gt; 80 % of respondents would initiate long-term proton pump inhibitor (PPI) therapy, whereas 20 % and 17.8 % would prescribe COX-2 selective inhibitors or opiates instead of non-selective NSAIDs and @Chemical$ instead of aspirin."	0
4317	"In the study, 100 patients with low on-treatment @Disease$ and at high risk of bleeding and low risk of cardiovascular events, were switched to @Chemical$ (40 mg/d) and their platelet aggregation was measured again 7 days later.Their bleeding and upper gastrointestinal symptoms were also recorded in following 3 months."	0
4318	"Methotrexate ( @Chemical$ ) is a commonly used second line agent for RA, and there have been several recent reports of @Disease$ in MTX-treated RA patients."	1
4319	"Therefore, parenteral @Chemical$ was implicated as the cause of @Disease$ in this patient."	1
4320	"There were significantly more patients who suffered GI adverse events, principally abdominal pain, dyspepsia, nausea and @Disease$, with aspirin (18.5%) than with ibuprofen (11.5%), but the difference between @Chemical$ and paracetamol (13.1%) was not significant."	0
4321	"Caution is, therefore, needed to prevent undesired accumulation of @Chemical$ that may lead to protracted @Disease$."	1
4322	Atrioventricular block complicating @Chemical$-induced @Disease$ in a patient with pre-excitation and rate-dependent bilateral bundle branch block.	1
4323	"@Chemical$ is frequently associated with dermatologic toxicity, but this is only the second case of @Disease$ described in connection with this drug."	1
4324	We determined acute gastroduodenal erosion and ulceration following low-dose @Chemical$ and aspirin-phosphatidylcholine complex (PL2200) in subjects at risk of aspirin @Disease$.	0
4325	@Disease$ following the treatment of lepromatous leprosy with @Chemical$ ( B663; Lamprene ).	1
4326	Occult @Chemical$-induced @Disease$.	1
4327	"Considering the patient's previous history of GI disorders prior to initiation of treatment and Hp(+) serology, it appears that decreasing risk of symptomatic or complicated gastro-duodenal ulcer was higher in treatment with @Chemical$ in patients who did not have a previous history of @Disease$, whatever their Hp status."	0
4328	She had just finished a 3-week course of intravenous @Chemical$ for bronchiectasis and had an elevated serum tobramycin trough level 1 week before the onset of @Disease$.	1
4329	@Disease$ occurred 24 hours after intravenous @Chemical$ therapy and 10 hours after subcutaneous terbutaline therapy.	1
4330	"@Chemical$, aspirin, and @Disease$."	0
4331	"The risk of bleeding was also increased among patients who had non-end-stage @Disease$ or required renal-replacement therapy and was further increased with @Chemical$, aspirin, or both."	0
4332	"OBJECTIVE: To evaluate the relationship between @Chemical$ ingestion and postoperative bleeding complications, and to test the hypothesis that there is a subset of patients who are aspirin hyperresponders with a proclivity toward @Disease$."	0
4333	"Unless @Chemical$ use is stopped, these @Disease$ remain incurable and dangerous."	0
4334	Sunburn may sometimes be a major injury in @Chemical$ users because high doses or inappropriate use of the drug may render the @Disease$.	1
4335	@Chemical$ withdrawal : a cause of prolonged @Disease$ in the intensive care unit.	1
4336	"The cumulative incidences of recurrent @Disease$ in the rivaroxaban 20-mg, @Chemical$ 10-mg and aspirin groups were 1.9%, 1.6%, and 5.0%, respectively, whereas the cumulative incidences of major bleeding were 0.7%, 0.4% and 0.5%, respectively."	0
4337	"BACKGROUND : Gemcitabine has mild renal toxicity, but cases of @Chemical$-associated @Disease$ ( HUS ) have been reported."	1
4338	We conclude that the presence of this metabolic defect combined with topical @Chemical$ ( a drug demonstrating a narrow therapeutic index ) results in the unusual presentation of @Disease$ after treatment with a topical drug.	1
4339	The medical history of non-steroidal anti-inflammatory drugs (NSAIDs) or acetylsalicylic acid (@Chemical$) usage and the presence of coronary artery disease (CAD) were investigated in all patients with or without @Disease$.	0
4340	"METHODS: 106 consecutive adults with confirmed, physician-diagnosed difficult @Disease$ and 100 patients with @Chemical$-induced asthma underwent psychiatric interview and assessment using M.I.N.I 5.0, Beck Depression Inventory (BDI) and Panic And Agoraphobia Scale (PAS)."	0
4341	"In this article lithium is not discussed, although there are a number of concerns about @Chemical$'s potential teratogenicity, and it has been implicated in @Disease$, a congenital heart defect among infants born to women taking lithium; as with other medications, however, the data have specific limitations."	1
4342	"A 65-year-old woman, in the intensive care unit because of septic shock and acute renal failure, had a @Disease$ due to @Chemical$ concretions."	1
4343	"Exposure of the fetus to @Chemical$ by administration of the drug to the mother may cause many side effects, including @Disease$."	1
4344	"After 39 hours on @Chemical$, the infusion was stopped when minor @Disease$ was observed with a concurrent activated partial thromboplastin time ( aPTT ) of 100 seconds."	1
4345	We hypothesized that lyophilized @Chemical$/trehalose could decrease the severity of aspirin-induced @Disease$.	0
4346	"Although no coagulation study was done and the Meckel's diverticulum is normally associated with bleeding, the particular intensity of the following @Disease$ may have been favored by @Chemical$."	1
4347	"Predictors of HS in patients taking @Chemical$ for secondary prevention included a history of HS (OR, 4.84; 95% CI, 1.48-15.88), a history of @Disease$ (OR, 4.03; 95% CI, 1.53-10.62), and hypnotic/anxiolytic drug use (OR, 2.67; 95% CI, 1.17-6.05)."	0
4348	We report a patient with pulmonary adenocarcinoma complicated by the @Disease$ ( SIADH ) following systemic chemotherapy with cisplatin ( CDDP ) and vindesine ( @Chemical$ ).	1
4349	@Chemical$ was the third drug to induce @Disease$ in this patient; she received 200 mg / day six days per week for six months.	1
4350	Prevalence of @Chemical$-exacerbated respiratory disease in patients with @Disease$ in Turkey: a cross-sectional survey.	0
4351	We report five cases of restless legs syndrome ( RLS ) and periodic limb movements during sleep ( @Disease$ ) that were probably associated with @Chemical$.	1
4352	OBSERVATIONS : We observed @Disease$ when treated topically with the toll-like receptor ( TLR ) 7 agonist @Chemical$.	1
4353	"In this case report, we have described a patient with Crohn's disease who developed @Disease$ after the fourth infusion of @Chemical$ due to an unrecognized HBs-antigen carrier state."	1
4354	OBJECTIVE : To report a case of a @Disease$ following treatment of psoriasis with @Chemical$ injections.	1
4355	"CASE PRESENTATION : Three cases of @Disease$ in corticosteroid ( CS )-treated patients are reported : an isolated lingual leishmaniasis in a farmer treated with @Chemical$ for asthma, a severe visceral leishmaniasis associated with cutaneous lesions in a woman with myasthenia gravis, and a visceral involvement after cutaneous leishmaniasis in a man receiving CS."	1
4356	Prolonged responses were achieved with low doses of @Chemical$ ( 3-10 mg / kg / day ) and higher doses were associated with mild reversible hematologic or @Disease$ and no further increases in Hb.	1
4357	@Chemical$-induced @Disease$.	1
4358	@Chemical$-induced @Disease$ : case report and review of the literature.	1
4359	CONCLUSION : Hypersensitivity reaction should be considered in patients who develop @Disease$ and deterioration of pulmonary function following the use of @Chemical$ by inhalation or by intravenous administration.	1
4360	Biomicroscopy revealed @Chemical$ @Disease$.	1
4361	A teenage girl with crescentic glomerulonephritis had @Disease$ ( ANCA ) detected after she had received @Chemical$ ( PTU ) for hyperthyroidism without cutaneous vasculitis.	1
4362	"Drugs that have been tried for prevention of @Disease$ in patients taking NSAIDs including H2-receptor antagonists, proton pump inhibitors (PPIs), aluminum- or magnesium-containing antacids, the @Chemical$ (Cytotec, and others), and antibiotics to eradicate H. pylori."	0
4363	"RRs (95% CI) for &gt;=1 year of low-dose @Chemical$ use were 0.90 (0.72-1.13) for ICH, 1.20 (0.91-1.57) for SDH, and 0.69 (0.50-0.94) for @Disease$."	0
4364	"Although hypersensitivity reactions to @Chemical$, especially in asthmatic patients or those with @Disease$, are well reported, our patients did not exhibit any underlying history of atopy."	0
4365	Following 7 days of @Chemical$ she developed @Disease$ and elevated pancreatic enzymes suggesting acute pancreatitis.	1
4366	@Disease$ occurred in eight women following long-term treatment with Treosulfan (= @Chemical$ ) for ovarian carcinoma.	1
4367	"Similarly, the use of nonaspirin nonsteroidal antiinflammatory drugs (NSAIDs), including cyclooxygenase (COX)-2 inhibitors, has also been shown to increase the risk of GI effects, and the concomitant use of aspirin and non@Chemical$ NSAIDs can significantly increase the risk of @Disease$."	0
4368	"Our patient had headache, mild fever, nausea, vomiting, @Disease$, and eosinophilia after 3 weeks of @Chemical$ therapy."	1
4369	"DATA SOURCES: Articles evaluating aspirin for primary prevention of CVD were gathered using a MEDLINE search with the keywords aspirin review, aspirin peripheral artery disease, aspirin stroke, aspirin coronary @Disease$, @Chemical$ diabetes, aspirin primary prophylaxis, and aspirin elderly."	0
4370	"PLATO major @Disease$ occurred in 31 patients (0.5%) on ticagrelor and 38 patients (0.6%) on @Chemical$ (hazard ratio, 0.83; 95% confidence interval, 0.52-1.34)."	0
4371	We experienced a case of chronic renal failure in a patient suffering from @Disease$ associated with @Chemical$ intoxication.	1
4372	"Further studies are necessary to evaluate whether the study of HLA antigens may be a very useful tool to detect the patients with a predisposition to develop autoimmune thyroiditis, in order to make a early diagnosis of @Disease$ during the @Chemical$ treatment."	1
4373	"The mechanism of @Disease$ to @Chemical$ in this case, therefore, remains unclear."	1
4374	@Chemical$ ( VRC ) has not previously been reported to cause @Disease$.	1
4375	@Chemical$ was therefore seen to be effective for treating @Disease$ that manifested as a non-respiratory tract symptom of aspirin-exacerbated respiratory disease.	0
4376	Accidental ingestion of aspirin and nonsteroidal anti-inflammatory drugs is common in patients with @Chemical$-exacerbated @Disease$.	0
4377	We report a case of @Disease$ ( AGEP ) in a 50-year-old woman that was attributed to the ingestion of @Chemical$.	1
4378	"Rapamycin / @Chemical$-induced pneumonitis has been described previously in renal transplant recipients, and this report describes a stable heart-lung transplant recipient who developed a @Disease$ that reversed after ceasing SR therapy."	1
4379	Oral aspirin challenge (OAC) reveals @Chemical$-exacerbated respiratory disease (AERD) in approximately 50% of unselected patients with @Disease$ with nasal polyposis (CRSwNP).	0
4380	NSAIDs-including @Chemical$ (ASA)-that inhibit cyclooxygenase (COX)-1 induce nonallergic @Disease$ reactions consisting of attacks of rhinitis and asthma.	0
4381	"CASE SUMMARY : A 65-year-old patient chronically treated with the selective serotonin reuptake inhibitor ( SSRI ) citalopram developed confusion, agitation, @Disease$, tremors, myoclonic jerks and unsteady gait, consistent with serotonin syndrome, following initiation of fentanyl, and all symptoms and signs resolved following discontinuation of @Chemical$."	1
4382	Hepatitis with @Disease$ and reversible hepatic insufficiency in a woman with rheumatoid arthritis taking @Chemical$.	1
4383	"OBJECTIVE: Aspirin exacerbated respiratory disease (AERD) is comprised of aspirin/@Chemical$ (ASA) sensitivity, bronchial asthma, and @Disease$."	0
4384	There is no consensus on the treatment of @Chemical$-induced @Disease$.	1
4385	These data indicated that @Chemical$ possibly triggered @Disease$ with resultant autoimmune agranulocytosis.	1
4386	"PATIENT AND METHOD : A 34-year-old woman with chronic hepatitis C, genotype 3, receiving @Chemical$ and ribavirin for 6 months, developed progressive malaise and @Disease$ 6 months after the end of treatment."	1
4387	@Chemical$-induced @Disease$ and neuroleptic malignant syndrome : case report and review of literature.	1
4388	A 25-year-old woman sought medical attention because of iliocaval manifestations of @Disease$ while she was taking @Chemical$.	1
4389	@Disease$ associated with @Chemical$ ingestion occurred in four patients.	1
4390	One case of @Chemical$-induced @Disease$ developing after lung transplantation ( LT ) has been recently reported.	1
4391	The 9 other reported cases of @Chemical$ induced @Disease$ have been reviewed.	1
4392	BACKGROUND: @Chemical$ use as single antiplatelet therapy (SAPT) has never been evaluated in stable coronary artery disease (@Disease$) outpatients either as compared to placebo or aspirin.	0
4393	BACKGROUND: @Chemical$ desensitization is an effective treatment option for aspirin-exacerbated @Disease$.	0
4394	"@Chemical$ is an angiotensin-converting enzyme ( ACE ) inhibitor and their @Disease$ are documented, but little has been published concerning the usefulness of patch test when they occur."	1
4395	Slow acetylator genotypes as a possible risk factor for @Disease$ induced by @Chemical$.	1
4396	"@Disease$ occurred 1 month after the second @Chemical$ injection in patients 1 and 3, and 1 month after the first ranibizumab in patient 2."	1
4397	"SUMMARY: The full clinical picture of aspirin intolerance--the association of aspirin-induced bronchial asthma (with severe acute asthma attacks), @Chemical$ sensitivity and nasal @Disease$--is commonly summarized as the 'Samter triad'."	0
4398	Myoglobinuria and @Disease$ associated with intravenous @Chemical$ infusion.	1
4399	Myelodysplasia terminating in @Disease$ in a hairy cell leukemia patient treated with @Chemical$.	1
4400	These adverse effects of @Chemical$ should be weighed against the reductions in @Disease$ and cancer.	0
4401	"@Disease$ has been associated with the administration of other monoclonal antibodies, such as infliximab, @Chemical$, and OKT3 and is believed to be directly mediated by release of proinflammatory cytokines."	1
4402	We describe a 5-year-old girl showed recovery of @Chemical$ induced @Disease$ with pyridoxine and pyridostigmine treatment.	1
4403	"He had been taking @Chemical$-sulfamethoxazole for approximately eight days when he revisited his family physician, complaining of headaches, dizziness, difficulty with speech, weakness, and itching on the trunk of his body and legs, where a @Disease$ was noted."	1
4404	"@Chemical$-based treatments have the potential to decrease the burden of disease, but are complicated by side effects, including @Disease$."	1
4405	"Data Sources: We searched PubMed, Embase, CENTRAL, and ClinicalTrials.gov from inception to May 28, 2018, with the terms novel oral anticoagulants, non-vitamin K antagonist oral anticoagulants, direct oral anticoagulants, dabigatran, rivaroxaban, @Chemical$, edoxaban, warfarin, Coumadin, vitamin K antagonist, aspirin, acetylsalicylic acid, or ASA, and major bleeding, fatal bleeding, or @Disease$."	0
4406	This case demonstrates the association of selective @Disease$ with remission in rheumatoid arthritis induced by fenclofenac as well as aurothiomalate and @Chemical$.	1
4407	"We report 2 cases of @Disease$ and fever in patients infected with human immunodeficiency virus ( HIV ) on the 2nd day of first administration of @Chemical$, a protease inhibitor."	1
4408	"Ten out of 116 patients (8.6%) developed mild UR/AE, or only @Disease$ at a one-quarter or cumulative dose of 7.5 mg of @Chemical$."	0
4409	@Disease$ from transdermal @Chemical$.	1
4410	"Desensitization protocols have been developed and are used for antibiotics, @Chemical$, non-steroidal antiinflammatory drugs, @Disease$, biologic agents, and many others."	0
4411	The dermatology literature heretofore has not noted that @Disease$ is a side effect of patients taking @Chemical$ to treat pemphigus.	1
4412	"BACKGROUND : Methotrexate ( @Chemical$ ) may induce @Disease$, which in some psoriatics will lead to fibrosis or cirrhosis."	1
4413	RESULTS : Our patient developed Crohn's disease while on @Chemical$ treatment as a consequence of @Disease$.	1
4414	"In case no. 2, the pathogenic mechanism seemed to be persistent light reaction preceded by systemic photoallergy, as he had taken mequitazine for 6 months, and there were strong positive photopatch test results with immediate erythema reaction, cross-reaction to promethazine, @Disease$, and persistence of the photosensitivity over a 3-year follow-up period after discontinuation of the @Chemical$."	1
4415	The patient was diagnosed with @Disease$ related to the introduction of @Chemical$.	1
4416	@Disease$ associated with acute hemoglobinemia or hemoglobinuria following @Chemical$ intravenous administration for immune thrombocytopenic purpura.	1
4417	This effect of @Chemical$ is unique to aspirin-exacerbated respiratory disease and not observed in subjects with aspirin-tolerant @Disease$.	0
4418	"@Chemical$, non-steroidal anti-inflammatory drugs (NSAIDs) and paracetamol are the most frequent drugs used worldwide for the management of pain, @Disease$ and fever associated with many acute and chronic conditions."	0
4419	PET scintigraphy of @Chemical$-induced @Disease$.	1
4420	"CONCLUSIONS: The prevalence of asthma and @Disease$ in CRS varies by phenoytype, with @Chemical$wNPs and AFRS having a stronger association with both."	0
4421	"At the same time showed a significant reduction in the risk of perioperative @Disease$ and improve survival after intervention, which did not occur before the removal of the drug @Chemical$."	0
4422	A 2-year-old mentally retarded boy with frontal lobe epilepsy presented with an episode that resembled @Disease$ during the administration of @Chemical$.	1
4423	"We report an 82-year-old man who developed @Disease$ and Torsades de Pointes ( TdP ) after oral administration of @Chemical$, a novel quinolone antibiotic agent that differs from the third-generation quinolones, for pneumonia."	1
4424	After approximately two weeks of @Chemical$ treatment he noted an @Disease$ in his scalp after eating a piece of chocolate cake.	1
4425	"METHODS: Therefore, nasal polypous tissue specimens of patients suffering from chronic nasal polypous sinusitis (NP), intrinsic asthma (ATA), aspirin-intolerance (AINA), and @Chemical$-triad (@Disease$) were investigated."	0
4426	The association of @Chemical$ overdose and @Disease$ merits consideration.	1
4427	Genetic variability of @Chemical$ receptor subtype EP4 gene in aspirin-intolerant chronic @Disease$.	0
4428	"We report three patients, all of whom had preexisting diabetic dyslipidemia, who showed a profound @Disease$ soon after the initiation of @Chemical$ therapy."	1
4429	CONCLUSION : @Chemical$ is well a known cause of @Disease$ and thus should be used with caution in the initiation of antiretroviral therapy.	1
4430	"Some asthmatics may react to @Chemical$ and other NSAIDs with acute bronchoconstriction, profuse rhinorrhea and @Disease$."	0
4431	"We present a case of acute @Chemical$ toxicity resulting in acute myocardial ischemia in a young boy with combined variable immunodeficiency syndrome who developed @Disease$ to intravenous immunoglobulin, and was subsequently given epinephrine by mistake intravenously rather than subcutaneously."	1
4432	Those who received aspirin or enoxaparin were less likely to experience any @Disease$ compared to those patients who received @Chemical$ ( P &lt; .05).	0
4433	@Disease$ to @Chemical$ ointment.	1
4434	Choanal atresia and athelia : @Chemical$ @Disease$ or a new syndrome ?	1
4435	"Our report suggested that CBDCA @Disease$ was correlated with the total dose of previously administered platinum agents and that CBDCA should be excluded in patients who have received multiple platinum-based chemotherapy, even in platinum-sensitive cases, because @Chemical$ hypersensitivity can occur even with low-dose CBDCA administration."	1
4436	"In the Coumadin and @Chemical$ studies 100% of the randomized patients had an unprovoked @Disease$, while in the DOAC studies between 73.5% and 93.2% of the VTE events were unprovoked."	0
4437	"Compared with current users of low-dose @Chemical$, those who discontinued treatment 31-180 days before the index date had a significantly increased overall risk of IS/@Disease$ (RR 1.40; 95% CI 1.03-1.92)."	0
4438	"The epivodes of @Disease$ occured under treatment with clozapine, @Chemical$, and amisulpride."	1
4439	"After adjustment for age, sex, smoking, history of @Disease$, systolic blood pressure, and body mass index, persons who were regular @Chemical$ users had a higher risk of developing neovascular AMD (odds ratio [OR], 2.46; 95% CI, 1.25-4.83)."	0
4440	IL-1beta also induced expression of EP2 in fibroblasts from control NM but not in fibroblasts from NPs of @Chemical$-tolerant nonasthmatic patients or those with @Disease$.	0
4441	"According to @Disease$ standard of care, patients were treated with aspirin and/or low-molecular weight heparin (@Chemical$) at prophylactic (pure obstetric APS) or therapeutic doses (history of thrombosis)."	0
4442	An asymptomatic HIV-infected woman experienced right-sided @Disease$ during treatment with @Chemical$.	1
4443	"@Chemical$ overdose can rapidly result in profound @Disease$, and is associated with a relatively high mortality."	1
4444	[@Chemical$ resistance in patients with stable @Disease$].	0
4445	@Chemical$-sensitive chronic @Disease$ patients may also react adversely to some food additives.	0
4446	BACKGROUND: Aspirin-intolerant asthma (AIA) refers to the development of bronchoconstriction in @Disease$tic individuals following the ingestion of @Chemical$ or other non-steroidal anti-inflammatory drugs (NSAIDs).	0
4447	@Disease$ during @Chemical$ therapy.	1
4448	"Aspirin, non-@Chemical$ analgesics and the risk of @Disease$ in the SUN cohort."	0
4449	Adverse reaction in a patient with @Chemical$-induced @Disease$ treated with zafirlukast.	1
4450	"METHODS: Ten patients with @Disease$, nasal polyps, and asthma had a history of asthma attacks after ingesting @Chemical$ and nonsteroidal anti-inflammatory drugs."	0
4451	"METHODS: Between June 1999 and December 2014, 1422 patients were treated for aneurysmal @Disease$ in our institution, 144 (10.1%) with continuous @Chemical$ at the time of aneurysm rupture."	0
